"","License.Issue.Date","License.Number","Animal.s.Name","Species","Primary.Breed","Secondary.Breed","ZIP.Code","Year","Avg.AGI","SES"
"2371",2022-08-14,"8020608","McGill","Cat","American Shorthair","Mix","98102",2022,94.8156801,"Medium"
"2372",2022-08-14,"S112950","Mandu","Cat","Domestic Longhair","Mix","98115",2022,100.7467087,"High"
"2373",2022-08-14,"586971","Rory","Cat","Domestic Medium Hair","","98105",2022,108.5212338,"High"
"2374",2022-08-14,"577534","Cookie","Cat","Domestic Shorthair","","98144",2022,76.60438247,"Medium"
"2375",2022-08-14,"S119558","Kevin","Cat","Domestic Shorthair","","98144",2022,76.60438247,"Medium"
"2376",2022-08-14,"S117984","Ghost","Cat","Snowshoe","Mix","98103",2022,85.42767318,"Medium"
"2377",2022-08-15,"8040432","Dandy","Cat","Mix","Domestic Shorthair","98144",2022,76.60438247,"Medium"
"2378",2022-08-15,"S120217","Leeloo","Cat","Domestic Shorthair","","98102",2022,94.8156801,"Medium"
"2379",2022-08-15,"8040435","Genevieve","Cat","Domestic Shorthair","Mix","98118",2022,56.95778073,"Medium"
"2380",2022-08-15,"S159557","Dwayne","Cat","Siamese","Mix","98115",2022,100.7467087,"High"
"2381",2022-08-15,"8040436","Bongo","Cat","Domestic Medium Hair","Mix","98117",2022,93.9535877,"Medium"
"2382",2022-08-15,"586909","Totoro","Cat","Russian Blue","","98119",2022,111.5524498,"High"
"2383",2022-08-15,"S149469","Ferrari","Cat","Domestic Shorthair","","98119",2022,111.5524498,"High"
"2384",2022-08-15,"S159559","Gabriel","Cat","Domestic Shorthair","Mix","98126",2022,70.93753425,"Medium"
"2385",2022-08-15,"S120014","Henry Miller Cat","Cat","Domestic Shorthair","","98117",2022,93.9535877,"Medium"
"2386",2022-08-15,"732197","Qwerty","Cat","Domestic Medium Hair","","98109",2022,108.8438562,"High"
"2387",2022-08-15,"732198","Beau","Cat","Domestic Shorthair","","98109",2022,108.8438562,"High"
"2388",2022-08-15,"8040447","Arrietty","Cat","Mix","","98115",2022,100.7467087,"High"
"2389",2022-08-15,"8040448","JiJi","Cat","Mix","","98115",2022,100.7467087,"High"
"2390",2022-08-16,"421639","Yamma Jamma","Cat","Domestic Shorthair","","98126",2022,70.93753425,"Medium"
"2391",2022-08-16,"421638","Corky Lynn","Cat","Domestic Shorthair","","98126",2022,70.93753425,"Medium"
"2392",2022-08-16,"S120167","Miya","Cat","American Shorthair","","98103",2022,85.42767318,"Medium"
"2393",2022-08-16,"8020823","Ginger","Cat","Domestic Shorthair","Mix","98103",2022,85.42767318,"Medium"
"2394",2022-08-16,"S145065","Zelda","Cat","Domestic Shorthair","","98125",2022,64.3982,"Medium"
"2395",2022-08-16,"S118035","Katie","Cat","Domestic Shorthair","Mix","98106",2022,50.07752,"Medium"
"2396",2022-08-16,"S147713","Audra","Cat","Domestic Shorthair","","98133",2022,55.06720631,"Medium"
"2397",2022-08-16,"S119902","Wolf","Cat","Domestic Longhair","","98101",2022,136.1487959,"High"
"2398",2022-08-16,"S149473","Henderson","Cat","Domestic Shorthair","Mix","98103",2022,85.42767318,"Medium"
"2399",2022-08-16,"584329","Gimlet","Cat","American Shorthair","","98115",2022,100.7467087,"High"
"2400",2022-08-16,"208793","Maximus","Cat","Balinese","","98105",2022,108.5212338,"High"
"2401",2022-08-16,"8020566","Clementine","Cat","Siamese","Mix","98103",2022,85.42767318,"Medium"
"2402",2022-08-16,"S159565","Boo Boo","Cat","Domestic Shorthair","Mix","98109",2022,108.8438562,"High"
"2403",2022-08-16,"574320","Ishaan","Cat","Domestic Shorthair","","98126",2022,70.93753425,"Medium"
"2404",2022-08-16,"S147256","Jo Montana","Cat","Domestic Shorthair","Mix","98199",2022,130.7781505,"High"
"2405",2022-08-16,"S147257","Django","Cat","Domestic Shorthair","Mix","98199",2022,130.7781505,"High"
"2406",2022-08-16,"574241","Maggie","Cat","American Shorthair","","98177",2022,120.1930867,"High"
"2407",2022-08-16,"724559","Boots","Cat","Domestic Shorthair","","98106",2022,50.07752,"Medium"
"2408",2022-08-16,"8020625","Cooper","Cat","Domestic Longhair","Mix","98117",2022,93.9535877,"Medium"
"2409",2022-08-16,"8020626","Rufus","Cat","Domestic Shorthair","Mix","98117",2022,93.9535877,"Medium"
"2410",2022-08-16,"8040480","Blue","Cat","Scottish Fold","","98122",2022,77.25699641,"Medium"
"2411",2022-08-17,"8040485","Coco Chanel","Cat","Russian Blue","Domestic Shorthair","98117",2022,93.9535877,"Medium"
"2412",2022-08-17,"573778","Bridie","Cat","Domestic Shorthair","","98199",2022,130.7781505,"High"
"2413",2022-08-17,"S154310","Buster","Cat","Domestic Shorthair","Mix","98122",2022,77.25699641,"Medium"
"2414",2022-08-17,"8040489","Asuna Aslett","Cat","American Shorthair","Mix","98115",2022,100.7467087,"High"
"2415",2022-08-17,"S146285","Smitty","Cat","Siamese","Mix","98133",2022,55.06720631,"Medium"
"2416",2022-08-17,"434564","Roxie","Cat","Domestic Longhair","Siamese","98109",2022,108.8438562,"High"
"2417",2022-08-17,"434565","Max","Cat","Domestic Shorthair","Siamese","98109",2022,108.8438562,"High"
"2418",2022-08-17,"S154925","Isis","Cat","Siamese","Mix","98121",2022,128.0871005,"High"
"2419",2022-08-17,"8020668","Betty Nguyen","Cat","Domestic Shorthair","Mix","98106",2022,50.07752,"Medium"
"2420",2022-08-17,"8040494","Kali Mist","Cat","American Shorthair","","98125",2022,64.3982,"Medium"
"2421",2022-08-17,"8040495","Kaya Love","Cat","Domestic Medium Hair","","98125",2022,64.3982,"Medium"
"2422",2022-08-17,"8040497","Pia","Cat","American Shorthair","Mix","98116",2022,98.37759883,"Medium"
"2423",2022-08-17,"S120279","Ori","Cat","Domestic Medium Hair","Mix","98119",2022,111.5524498,"High"
"2424",2022-08-18,"8040506","Nova","Cat","Siamese","Mix","98105",2022,108.5212338,"High"
"2425",2022-08-18,"S147809","Maisie","Cat","Domestic Shorthair","Mix","98103",2022,85.42767318,"Medium"
"2426",2022-08-18,"578480","Gigi","Cat","Domestic Shorthair","","98116",2022,98.37759883,"Medium"
"2427",2022-08-18,"8040523","Juna (Bean)","Cat","Domestic Shorthair","Mix","98118",2022,56.95778073,"Medium"
"2428",2022-08-18,"578421","Toky","Cat","Domestic Shorthair","","98103",2022,85.42767318,"Medium"
"2429",2022-08-18,"578422","Keyko","Cat","Maine Coon","","98103",2022,85.42767318,"Medium"
"2430",2022-08-18,"S154449","Mimi","Cat","Domestic Shorthair","","98109",2022,108.8438562,"High"
"2431",2022-08-18,"8020563","Bart","Cat","Domestic Shorthair","Mix","98146",2022,57.92258806,"Medium"
"2432",2022-08-18,"578779","Bob","Cat","Domestic Shorthair","","98116",2022,98.37759883,"Medium"
"2433",2022-08-18,"8040527","Luna","Cat","Domestic Shorthair","Mix","98125",2022,64.3982,"Medium"
"2434",2022-08-18,"8040528","Waylon","Cat","Domestic Shorthair","Mix","98125",2022,64.3982,"Medium"
"2435",2022-08-18,"S112899","Oliver","Cat","Domestic Longhair","Mix","98117",2022,93.9535877,"Medium"
"2436",2022-08-18,"445097","Lily","Cat","Domestic Medium Hair","","98136",2022,104.9786052,"High"
"2437",2022-08-18,"S100654","Jaunty","Cat","Norwegian Forest","Mix","98112",2022,202.574526,"High"
"2438",2022-08-18,"8020503","Lucy","Cat","Domestic Shorthair","Mix","98119",2022,111.5524498,"High"
"2439",2022-08-18,"574368","Badger","Cat","Domestic Shorthair","","98118",2022,56.95778073,"Medium"
"2440",2022-08-18,"574369","Zephyr","Cat","Domestic Shorthair","","98118",2022,56.95778073,"Medium"
"2441",2022-08-18,"8040540","Pepper","Cat","Domestic Shorthair","Domestic Shorthair","98106",2022,50.07752,"Medium"
"2442",2022-08-18,"8040541","Willie","Cat","Domestic Medium Hair","Domestic Medium Hair","98106",2022,50.07752,"Medium"
"2443",2022-08-18,"8040542","Spaz","Cat","Domestic Longhair","Mix","98101",2022,136.1487959,"High"
"2444",2022-08-19,"582837","Beau","Cat","Domestic Shorthair","","98126",2022,70.93753425,"Medium"
"2445",2022-08-19,"S159731","Katya","Cat","Domestic Shorthair","","98103",2022,85.42767318,"Medium"
"2446",2022-08-19,"S112966","Ariel","Cat","Domestic Medium Hair","Mix","98115",2022,100.7467087,"High"
"2447",2022-08-19,"S112933","Pinto","Cat","Domestic Shorthair","Mix","98115",2022,100.7467087,"High"
"2448",2022-08-19,"S112934","Salsa","Cat","Domestic Shorthair","Mix","98115",2022,100.7467087,"High"
"2449",2022-08-19,"S154916","Buffy","Cat","Domestic Shorthair","","98116",2022,98.37759883,"Medium"
"2450",2022-08-19,"8040552","Missy","Cat","Domestic Shorthair","","98115",2022,100.7467087,"High"
"2451",2022-08-19,"S117973","Piper","Cat","Domestic Shorthair","Mix","98125",2022,64.3982,"Medium"
"2452",2022-08-19,"S112907","Gemma","Cat","Domestic Shorthair","Mix","98115",2022,100.7467087,"High"
"2453",2022-08-19,"8020487","Betty","Cat","Domestic Longhair","Mix","98117",2022,93.9535877,"Medium"
"2454",2022-08-19,"8020933","Terra","Cat","Mix","Mix","98122",2022,77.25699641,"Medium"
"2455",2022-08-19,"8020934","Krista","Cat","Mix","Mix","98122",2022,77.25699641,"Medium"
"2456",2022-08-19,"S119939","Patches","Cat","Domestic Longhair","","98125",2022,64.3982,"Medium"
"2457",2022-08-19,"S119940","Pal","Cat","Domestic Shorthair","","98125",2022,64.3982,"Medium"
"2458",2022-08-19,"8021011","Raffi","Cat","American Shorthair","Mix","98106",2022,50.07752,"Medium"
"2459",2022-08-19,"8021101","Max","Cat","American Shorthair","Mix","98199",2022,130.7781505,"High"
"2460",2022-08-19,"8040561","Francesca","Cat","Domestic Shorthair","Siamese","98102",2022,94.8156801,"Medium"
"2461",2022-08-19,"8000135","Oscar","Cat","Domestic Shorthair","Mix","98122",2022,77.25699641,"Medium"
"2462",2022-08-19,"8020993","Daisy","Cat","Domestic Shorthair","Mix","98105",2022,108.5212338,"High"
"2463",2022-08-19,"8040563","Milo","Cat","Domestic Longhair","Domestic Medium Hair","98125",2022,64.3982,"Medium"
"2464",2022-08-19,"S159736","Lulu Rose","Cat","Domestic Shorthair","Mix","98199",2022,130.7781505,"High"
"2465",2022-08-19,"S112932","Lucy","Cat","Domestic Shorthair","Mix","98133",2022,55.06720631,"Medium"
"2466",2022-08-19,"S159737","Binx","Cat","Bombay","","98144",2022,76.60438247,"Medium"
"2467",2022-08-19,"553608","Zola","Cat","Domestic Shorthair","Mix","98133",2022,55.06720631,"Medium"
"2468",2022-08-19,"8040572","Kitty","Cat","Domestic Shorthair","Mix","98126",2022,70.93753425,"Medium"
"2469",2022-08-19,"S154420","Tiana","Cat","Domestic Shorthair","Mix","98107",2022,77.42486188,"Medium"
"2470",2022-08-19,"8040575","Jewels","Cat","Domestic Shorthair","Mix","98112",2022,202.574526,"High"
"2471",2022-08-19,"8040576","Artanis","Cat","Domestic Shorthair","Mix","98101",2022,136.1487959,"High"
"2472",2022-08-19,"8040577","Kerrigan","Cat","Domestic Longhair","Mix","98101",2022,136.1487959,"High"
"2473",2022-08-19,"8020596","Patrick","Cat","Domestic Shorthair","Mix","98118",2022,56.95778073,"Medium"
"2474",2022-08-19,"560463","Baldur","Cat","Domestic Shorthair","","98136",2022,104.9786052,"High"
"2475",2022-08-19,"S154313","Ben","Cat","Domestic Shorthair","Mix","98102",2022,94.8156801,"Medium"
"2476",2022-08-19,"S154314","Jerry","Cat","Domestic Shorthair","Mix","98102",2022,94.8156801,"Medium"
"2477",2022-08-19,"S147790","Kiara","Cat","Domestic Shorthair","","98103",2022,85.42767318,"Medium"
"2478",2022-08-20,"8040594","Peikko","Cat","Domestic Shorthair","Mix","98107",2022,77.42486188,"Medium"
"2479",2022-08-20,"S145550","Matilda","Cat","Domestic Shorthair","Mix","98104",2022,98.65607903,"Medium"
"2480",2022-08-20,"S145551","Evelyn","Cat","Domestic Shorthair","Mix","98104",2022,98.65607903,"Medium"
"2481",2022-08-20,"S117694","Zorro","Cat","Domestic Shorthair","Mix","98117",2022,93.9535877,"Medium"
"2482",2022-08-20,"573822","Celie","Cat","Domestic Medium Hair","","98118",2022,56.95778073,"Medium"
"2483",2022-08-20,"8040606","Potato","Cat","Domestic Medium Hair","Mix","98103",2022,85.42767318,"Medium"
"2484",2022-08-20,"S145592","Haruki","Cat","Domestic Shorthair","Mix","98133",2022,55.06720631,"Medium"
"2485",2022-08-20,"S147225","Sasha","Cat","Abyssinian","","98112",2022,202.574526,"High"
"2486",2022-08-20,"569646","Remus","Cat","Pixie-Bob","","98117",2022,93.9535877,"Medium"
"2487",2022-08-20,"S120012","Maeby","Cat","Domestic Shorthair","","98117",2022,93.9535877,"Medium"
"2488",2022-08-20,"578951","Mouse","Cat","LaPerm","","98122",2022,77.25699641,"Medium"
"2489",2022-08-20,"S119534","Haiku","Cat","Snowshoe","","98125",2022,64.3982,"Medium"
"2490",2022-08-20,"574290","Archie","Cat","Domestic Shorthair","","98106",2022,50.07752,"Medium"
"2491",2022-08-20,"S154426","Naomi","Cat","Domestic Medium Hair","Mix","98117",2022,93.9535877,"Medium"
"2492",2022-08-20,"8040613","Scilla","Cat","Domestic Longhair","","98122",2022,77.25699641,"Medium"
"2493",2022-08-20,"S117328","Raul Diego","Cat","Domestic Shorthair","","98103",2022,85.42767318,"Medium"
"2494",2022-08-20,"8020371","Harry","Cat","Domestic Shorthair","Mix","98117",2022,93.9535877,"Medium"
"2495",2022-08-20,"8020372","Loki","Cat","Domestic Shorthair","Mix","98117",2022,93.9535877,"Medium"
"2496",2022-08-20,"S100906","Huey","Cat","Domestic Shorthair","Mix","98126",2022,70.93753425,"Medium"
"2497",2022-08-20,"8001001","Friday","Cat","Domestic Shorthair","Mix","98106",2022,50.07752,"Medium"
"2498",2022-08-20,"584318","Cirrus","Cat","Russian Blue","","98106",2022,50.07752,"Medium"
"2499",2022-08-20,"8040616","Blossom","Cat","Mix","Mix","98122",2022,77.25699641,"Medium"
"2500",2022-08-20,"8040618","Samurai","Cat","Domestic Medium Hair","Mix","98116",2022,98.37759883,"Medium"
"2501",2022-08-21,"S158863","Vern","Cat","Domestic Shorthair","Mix","98104",2022,98.65607903,"Medium"
"2502",2022-08-21,"8020679","Mango","Cat","American Shorthair","Mix","98122",2022,77.25699641,"Medium"
"2503",2022-08-21,"8020370","Gracie","Cat","Domestic Shorthair","Russian Blue","98117",2022,93.9535877,"Medium"
"2504",2022-08-21,"8040621","Tanev","Cat","Domestic Shorthair","Mix","98178",2022,51.03735537,"Medium"
"2505",2022-08-21,"574054","Mo","Cat","Domestic Shorthair","","98122",2022,77.25699641,"Medium"
"2506",2022-08-21,"574055","Isis Luna","Cat","Domestic Shorthair","","98122",2022,77.25699641,"Medium"
"2507",2022-08-21,"8019467","Bean","Cat","Domestic Shorthair","Mix","98109",2022,108.8438562,"High"
"2508",2022-08-21,"8020623","Poppy","Cat","Domestic Shorthair","Mix","98136",2022,104.9786052,"High"
"2509",2022-08-21,"8040624","Strillo","Cat","American Shorthair","Domestic Shorthair","95938",2022,NA,NA
"2510",2022-08-21,"584411","Stella","Cat","British Shorthair","Mix","98112",2022,202.574526,"High"
"2511",2022-08-21,"8021138","Stormy","Cat","Domestic Medium Hair","Mix","98144",2022,76.60438247,"Medium"
"2512",2022-08-21,"S146294","Leeloo","Cat","Domestic Shorthair","Mix","98118",2022,56.95778073,"Medium"
"2513",2022-08-21,"578671","Winston","Cat","Domestic Longhair","","98109",2022,108.8438562,"High"
"2514",2022-08-21,"8040632","Charlie","Cat","Domestic Medium Hair","Mix","98177",2022,120.1930867,"High"
"2515",2022-08-21,"574473","Marshall","Cat","Siamese","","98112",2022,202.574526,"High"
"2516",2022-08-21,"573756","Stuart","Cat","Domestic Longhair","","98112",2022,202.574526,"High"
"2517",2022-08-21,"8040636","Minty","Cat","Domestic Shorthair","Mix","98126",2022,70.93753425,"Medium"
"2518",2022-08-21,"S119178","Huckleberry","Cat","Domestic Shorthair","Mix","98118",2022,56.95778073,"Medium"
"2519",2022-08-21,"S112957","Grizzly Bear","Cat","Domestic Shorthair","Mix","98118",2022,56.95778073,"Medium"
"2520",2022-08-21,"578881","Eleanor","Cat","American Shorthair","","98119",2022,111.5524498,"High"
"2521",2022-08-21,"8040639","boy","Cat","Domestic Shorthair","Mix","98155",2022,73.53375358,"Medium"
"2522",2022-08-21,"8040640","girl","Cat","Domestic Shorthair","Mix","98155",2022,73.53375358,"Medium"
"2523",2022-08-21,"S119467","Charlie","Cat","Domestic Shorthair","Mix","98133",2022,55.06720631,"Medium"
"2524",2022-08-21,"S119466","Seamus","Cat","Domestic Shorthair","Mix","98133",2022,55.06720631,"Medium"
"2525",2022-08-21,"S120402","Suma","Cat","Domestic Shorthair","","98177",2022,120.1930867,"High"
"2526",2022-08-21,"S120403","Tuck","Cat","Domestic Shorthair","","98177",2022,120.1930867,"High"
"2527",2022-08-22,"S154424","Mr Wizard","Cat","Domestic Shorthair","Mix","98105",2022,108.5212338,"High"
"2528",2022-08-22,"433840","Luigi","Cat","Domestic Shorthair","","98133",2022,55.06720631,"Medium"
"2529",2022-08-22,"8019438","Poppy","Cat","Mix","Mix","98104",2022,98.65607903,"Medium"
"2530",2022-08-22,"8021171","Desna","Cat","Siberian","","98117",2022,93.9535877,"Medium"
"2531",2022-08-22,"8021172","Tiamat","Cat","Siberian","","98117",2022,93.9535877,"Medium"
"2532",2022-08-22,"S142575","Kalli","Cat","Domestic Shorthair","Mix","",2022,NA,NA
"2533",2022-08-22,"S142576","Shadow","Cat","Domestic Shorthair","Mix","",2022,NA,NA
"2534",2022-08-22,"8019664","Nikita","Cat","Russian Blue","Mix","98118",2022,56.95778073,"Medium"
"2535",2022-08-23,"8040686","Tiger","Cat","American Shorthair","Mix","98116",2022,98.37759883,"Medium"
"2536",2022-08-23,"8021127","Sampson","Cat","American Shorthair","Mix","98122",2022,77.25699641,"Medium"
"2537",2022-08-23,"8000287","CeCe","Cat","Korat","Mix","98133",2022,55.06720631,"Medium"
"2538",2022-08-23,"8021039","Mila","Cat","Russian Blue","American Shorthair","98106",2022,50.07752,"Medium"
"2539",2022-08-23,"S120053","Buffy Belle","Cat","Domestic Shorthair","Mix","98178",2022,51.03735537,"Medium"
"2540",2022-08-23,"S120052","Fuzzy Bubba","Cat","Domestic Shorthair","Mix","98178",2022,51.03735537,"Medium"
"2541",2022-08-23,"S120050","Blanco","Cat","Domestic Shorthair","Mix","98178",2022,51.03735537,"Medium"
"2542",2022-08-23,"574435","Skeeter","Cat","Domestic Shorthair","","98121",2022,128.0871005,"High"
"2543",2022-08-23,"S147260","Mars","Cat","Domestic Shorthair","Mix","98119",2022,111.5524498,"High"
"2544",2022-08-23,"S112814","Daisy","Cat","Domestic Shorthair","Mix","98178",2022,51.03735537,"Medium"
"2545",2022-08-23,"8019628","Aguardiente","Cat","Domestic Medium Hair","Mix","98125",2022,64.3982,"Medium"
"2546",2022-08-23,"8040698","FJ","Cat","Domestic Shorthair","Mix","98118",2022,56.95778073,"Medium"
"2547",2022-08-23,"S142556","Paula","Cat","Domestic Shorthair","Mix","98144",2022,76.60438247,"Medium"
"2548",2022-08-23,"433007","edward marcello","Cat","LaPerm","","98125",2022,64.3982,"Medium"
"2549",2022-08-23,"S142559","Sawyer","Cat","Domestic Shorthair","Mix","98144",2022,76.60438247,"Medium"
"2550",2022-08-23,"443674","Roo","Cat","Domestic Longhair","","98105",2022,108.5212338,"High"
"2551",2022-08-23,"573774","Annie","Cat","Domestic Medium Hair","","98136",2022,104.9786052,"High"
"2552",2022-08-23,"578374","River","Cat","Domestic Shorthair","Mix","98115",2022,100.7467087,"High"
"2553",2022-08-23,"578375","Shadow","Cat","Domestic Shorthair","","98115",2022,100.7467087,"High"
"2554",2022-08-24,"8040710","Frankie","Cat","Manx","Mix","98115",2022,100.7467087,"High"
"2555",2022-08-24,"574359","Punkinhead","Cat","Domestic Shorthair","","98119",2022,111.5524498,"High"
"2556",2022-08-24,"586628","Riley","Cat","Domestic Shorthair","","98107",2022,77.42486188,"Medium"
"2557",2022-08-24,"S154423","Nomi","Cat","Siamese","","98136",2022,104.9786052,"High"
"2558",2022-08-24,"8021049","Potato","Cat","Domestic Shorthair","Mix","98112",2022,202.574526,"High"
"2559",2022-08-24,"S159581","Niko","Cat","Russian Blue","American Shorthair","98125",2022,64.3982,"Medium"
"2560",2022-08-24,"S142548","Ivan","Cat","Domestic Medium Hair","Mix","98102",2022,94.8156801,"Medium"
"2561",2022-08-24,"S142547","Taz","Cat","Domestic Shorthair","Mix","98102",2022,94.8156801,"Medium"
"2562",2022-08-24,"8005574","Shadow","Cat","Siberian","","98126",2022,70.93753425,"Medium"
"2563",2022-08-24,"S117992","Matilda Shore","Cat","Domestic Shorthair","Domestic Shorthair","98177",2022,120.1930867,"High"
"2564",2022-08-24,"443620","Orca","Cat","American Shorthair","","98109",2022,108.8438562,"High"
"2565",2022-08-24,"8040720","Freddie","Cat","Norwegian Forest","Mix","98118",2022,56.95778073,"Medium"
"2566",2022-08-24,"8040721","Pepe","Cat","Domestic Shorthair","Mix","98108",2022,50.01273345,"Medium"
"2567",2022-08-24,"8040722","Percy","Cat","Domestic Medium Hair","Mix","98108",2022,50.01273345,"Medium"
"2568",2022-08-24,"586530","Starbuck","Cat","American Shorthair","","98199",2022,130.7781505,"High"
"2569",2022-08-24,"586511","Apollo","Cat","American Shorthair","","98199",2022,130.7781505,"High"
"2570",2022-08-24,"8040725","Riley","Cat","Domestic Shorthair","Mix","98109",2022,108.8438562,"High"
"2571",2022-08-25,"S158864","Leeks","Cat","Domestic Medium Hair","Mix","98125",2022,64.3982,"Medium"
"2572",2022-08-25,"350719","Elliott","Cat","Domestic Medium Hair","","98118",2022,56.95778073,"Medium"
"2573",2022-08-25,"8019717","Leo","Cat","Mix","Mix","98118",2022,56.95778073,"Medium"
"2574",2022-08-25,"444108","Fiona","Cat","Domestic Medium Hair","Maine Coon","98117",2022,93.9535877,"Medium"
"2575",2022-08-25,"444107","Downey","Cat","Domestic Medium Hair","Maine Coon","98117",2022,93.9535877,"Medium"
"2576",2022-08-25,"570355","Blossom","Cat","Domestic Shorthair","","98117",2022,93.9535877,"Medium"
"2577",2022-08-25,"S159744","Neo","Cat","Domestic Shorthair","Mix","98107",2022,77.42486188,"Medium"
"2578",2022-08-25,"S159745","Tiggy","Cat","Domestic Medium Hair","Mix","98107",2022,77.42486188,"Medium"
"2579",2022-08-25,"732184","Lucy","Cat","LaPerm","","98126",2022,70.93753425,"Medium"
"2580",2022-08-25,"732183","Kevin","Cat","LaPerm","","98126",2022,70.93753425,"Medium"
"2581",2022-08-25,"S146314","Precious","Cat","Domestic Shorthair","","98107",2022,77.42486188,"Medium"
"2582",2022-08-25,"S154286","Margaret","Cat","Domestic Shorthair","Mix","98109",2022,108.8438562,"High"
"2583",2022-08-25,"S159749","Lily","Cat","Domestic Shorthair","Mix","98108",2022,50.01273345,"Medium"
"2584",2022-08-25,"S159402","Deuce","Cat","Domestic Shorthair","Mix","98103",2022,85.42767318,"Medium"
"2585",2022-08-25,"434893","Jelly Bean","Cat","Domestic Shorthair","","98117",2022,93.9535877,"Medium"
"2586",2022-08-25,"434894","Skittles","Cat","Domestic Shorthair","","98117",2022,93.9535877,"Medium"
"2587",2022-08-25,"445178","Puff Adder","Cat","Domestic Medium Hair","","98107",2022,77.42486188,"Medium"
"2588",2022-08-25,"8019758","Captain Jack","Cat","Domestic Shorthair","Mix","98122",2022,77.25699641,"Medium"
"2589",2022-08-25,"569369","Aurora","Cat","Domestic Shorthair","","98199",2022,130.7781505,"High"
"2590",2022-08-25,"S142545","Meela","Cat","Domestic Shorthair","Mix","98104",2022,98.65607903,"Medium"
"2591",2022-08-25,"577616","Bastet","Cat","Domestic Shorthair","","98112",2022,202.574526,"High"
"2592",2022-08-26,"S144189","Zephyr","Cat","Domestic Shorthair","Domestic Shorthair","98125",2022,64.3982,"Medium"
"2593",2022-08-26,"S119408","Palmer","Cat","Domestic Shorthair","","98178",2022,51.03735537,"Medium"
"2594",2022-08-26,"S149456","Wayne","Cat","Domestic Shorthair","Mix","98125",2022,64.3982,"Medium"
"2595",2022-08-26,"732806","Tommy","Cat","Domestic Shorthair","Mix","98117",2022,93.9535877,"Medium"
"2596",2022-08-26,"8040750","Ada","Cat","American Shorthair","Mix","98122",2022,77.25699641,"Medium"
"2597",2022-08-26,"S145792","Frank","Cat","Domestic Medium Hair","","98103",2022,85.42767318,"Medium"
"2598",2022-08-26,"8000246","Marley","Cat","Siberian","Mix","98122",2022,77.25699641,"Medium"
"2599",2022-08-26,"8020729","Mochi","Cat","Siberian","","98122",2022,77.25699641,"Medium"
"2600",2022-08-26,"S144722","Sami","Cat","American Shorthair","Mix","98133",2022,55.06720631,"Medium"
"2601",2022-08-26,"8040761","Lolo","Cat","Domestic Longhair","Mix","98117",2022,93.9535877,"Medium"
"2602",2022-08-26,"584442","Fina","Cat","Domestic Shorthair","Mix","98102",2022,94.8156801,"Medium"
"2603",2022-08-26,"433976","Annie (Felicia)","Cat","Domestic Shorthair","","98117",2022,93.9535877,"Medium"
"2604",2022-08-26,"433975","Sophie (Blinky)","Cat","Domestic Shorthair","","98117",2022,93.9535877,"Medium"
"2605",2022-08-26,"578543","Arugula","Cat","Domestic Longhair","","98107",2022,77.42486188,"Medium"
"2606",2022-08-26,"578545","Rocket","Cat","Domestic Longhair","","98107",2022,77.42486188,"Medium"
"2607",2022-08-26,"8021059","Nora","Cat","Domestic Shorthair","","98199",2022,130.7781505,"High"
"2608",2022-08-26,"8021060","Rena","Cat","Domestic Longhair","","98199",2022,130.7781505,"High"
"2609",2022-08-26,"433819","Moxie","Cat","Domestic Shorthair","","98115",2022,100.7467087,"High"
"2610",2022-08-26,"574083","Omar","Cat","Domestic Shorthair","","98102",2022,94.8156801,"Medium"
"2611",2022-08-26,"8040767","Mipha","Cat","American Shorthair","Mix","97402",2022,NA,NA
"2612",2022-08-26,"8040769","Bastet","Cat","Siamese","Mix","95757",2022,NA,NA
"2613",2022-08-27,"570160","Momo","Cat","Domestic Shorthair","","98125",2022,64.3982,"Medium"
"2614",2022-08-27,"S146256","Toby","Cat","Siamese","Mix","98177",2022,120.1930867,"High"
"2615",2022-08-27,"S126468","Pistachio","Cat","Domestic Shorthair","Mix","98103",2022,85.42767318,"Medium"
"2616",2022-08-27,"8026265","Gosha","Cat","Domestic Shorthair","Mix","98101",2022,136.1487959,"High"
"2617",2022-08-27,"S142523","Mango","Cat","Domestic Shorthair","Mix","98107",2022,77.42486188,"Medium"
"2618",2022-08-27,"8022045","Pippin","Cat","Domestic Shorthair","Mix","98122",2022,77.25699641,"Medium"
"2619",2022-08-27,"8040772","Ash","Cat","Domestic Shorthair","Mix","98105",2022,108.5212338,"High"
"2620",2022-08-27,"8040773","Cinder","Cat","Domestic Shorthair","Mix","98105",2022,108.5212338,"High"
"2621",2022-08-27,"8040774","Rex","Cat","Domestic Shorthair","Mix","98177",2022,120.1930867,"High"
"2622",2022-08-27,"8040778","Cal Naughton Jr.","Cat","American Shorthair","Domestic Shorthair","98125",2022,64.3982,"Medium"
"2623",2022-08-27,"8040779","Ricky Bobby","Cat","American Shorthair","Domestic Shorthair","98125",2022,64.3982,"Medium"
"2624",2022-08-27,"8040784","Sunny","Cat","Domestic Shorthair","Mix","98117",2022,93.9535877,"Medium"
"2625",2022-08-28,"8021782","Tikka","Cat","American Shorthair","Abyssinian","98103",2022,85.42767318,"Medium"
"2626",2022-08-28,"8020535","Captain Cathpurrine","Cat","Mix","Mix","98103",2022,85.42767318,"Medium"
"2627",2022-08-28,"S112917","Poe","Cat","Domestic Shorthair","Mix","98115",2022,100.7467087,"High"
